epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,5438.69,0.81088,0.62745,0.8082,0.80955,0.65899,0.76769,0.58648,0.7404,0.62139,0.80583,0.004159,0.004159,0.004159
179,5468,0.80346,0.62059,0.80923,0.76597,0.6879,0.76741,0.58626,0.73969,0.62063,0.80587,0.004126,0.004126,0.004126
180,5497.43,0.7981,0.60138,0.81174,0.76537,0.68831,0.76809,0.58675,0.73962,0.62038,0.80586,0.004093,0.004093,0.004093
181,5528.04,0.81042,0.61774,0.80891,0.79218,0.66609,0.76841,0.5871,0.74032,0.62024,0.80587,0.00406,0.00406,0.00406
182,5562.68,0.80546,0.61947,0.80836,0.77327,0.6852,0.76864,0.58732,0.74003,0.62016,0.80589,0.004027,0.004027,0.004027
183,5597.47,0.80497,0.61748,0.81038,0.77447,0.68467,0.7685,0.58728,0.73968,0.61945,0.80584,0.003994,0.003994,0.003994
184,5627.03,0.81469,0.61574,0.81153,0.77782,0.68169,0.76894,0.588,0.73936,0.61915,0.80582,0.003961,0.003961,0.003961
185,5656.36,0.79917,0.60698,0.81018,0.778,0.68317,0.76943,0.58736,0.73985,0.61909,0.80581,0.003928,0.003928,0.003928
186,5688.17,0.80171,0.61062,0.80841,0.76992,0.68664,0.76899,0.58743,0.73958,0.61895,0.80576,0.003895,0.003895,0.003895
187,5717.95,0.81134,0.6094,0.81331,0.77013,0.68731,0.76943,0.58736,0.73972,0.61891,0.80574,0.003862,0.003862,0.003862
188,5755.21,0.80329,0.60947,0.81142,0.77246,0.68809,0.76954,0.58734,0.74018,0.61854,0.8057,0.003829,0.003829,0.003829
189,5789.81,0.7937,0.59579,0.80804,0.77138,0.68823,0.76982,0.5875,0.74006,0.6187,0.80574,0.003796,0.003796,0.003796
190,5825.14,0.79785,0.60078,0.81048,0.77092,0.68712,0.77017,0.58808,0.73965,0.61855,0.80567,0.003763,0.003763,0.003763
191,5858.29,0.79254,0.59667,0.80993,0.77531,0.68532,0.7706,0.58819,0.73955,0.6186,0.80567,0.00373,0.00373,0.00373
192,5889.82,0.78595,0.58177,0.81029,0.77761,0.684,0.771,0.588,0.73926,0.61812,0.80566,0.003697,0.003697,0.003697
193,5922.25,0.79573,0.59063,0.80767,0.7782,0.68464,0.77119,0.58815,0.73916,0.61853,0.8056,0.003664,0.003664,0.003664
194,5954.62,0.79932,0.59311,0.80911,0.77724,0.68557,0.77148,0.58841,0.73948,0.61784,0.80561,0.003631,0.003631,0.003631
195,5985.55,0.79013,0.58725,0.81,0.77817,0.68783,0.77207,0.58886,0.73938,0.6171,0.80561,0.003598,0.003598,0.003598
196,6019.67,0.79542,0.59659,0.80809,0.77502,0.69043,0.77239,0.58939,0.73927,0.61681,0.80558,0.003565,0.003565,0.003565
197,6048.91,0.78798,0.58786,0.80676,0.78622,0.68502,0.77254,0.58915,0.73926,0.61704,0.8056,0.003532,0.003532,0.003532
198,6086.21,0.78758,0.58035,0.80992,0.80836,0.67009,0.77262,0.5893,0.73934,0.61674,0.80558,0.003499,0.003499,0.003499
199,6118.22,0.79678,0.58252,0.8078,0.81006,0.66863,0.77284,0.5901,0.7388,0.6166,0.80548,0.003466,0.003466,0.003466
200,6148.9,0.7844,0.58644,0.80806,0.78714,0.6863,0.77317,0.59045,0.73862,0.61628,0.80546,0.003433,0.003433,0.003433
201,6179.37,0.78111,0.56884,0.80809,0.78727,0.68672,0.77328,0.59035,0.73824,0.61564,0.80544,0.0034,0.0034,0.0034
202,6208.56,0.78386,0.57725,0.80916,0.80148,0.67797,0.77337,0.5906,0.73796,0.61572,0.80545,0.003367,0.003367,0.003367
203,6237.8,0.78481,0.57504,0.80914,0.80333,0.67728,0.7736,0.59085,0.73759,0.6155,0.80538,0.003334,0.003334,0.003334
204,6274.16,0.77421,0.55933,0.80583,0.79971,0.68123,0.7739,0.5913,0.73786,0.6164,0.80535,0.003301,0.003301,0.003301
205,6311.79,0.78597,0.57829,0.80699,0.79188,0.68532,0.77411,0.59105,0.73786,0.61586,0.8053,0.003268,0.003268,0.003268
206,6345.93,0.78035,0.56444,0.80491,0.79074,0.68671,0.77442,0.59141,0.7379,0.6163,0.8052,0.003235,0.003235,0.003235
207,6376.29,0.76612,0.56285,0.80612,0.79093,0.6861,0.77464,0.59137,0.73784,0.6157,0.80526,0.003202,0.003202,0.003202
208,6409.66,0.7747,0.55826,0.80671,0.79127,0.68777,0.77502,0.59164,0.73773,0.61625,0.80518,0.003169,0.003169,0.003169
209,6439.26,0.78257,0.56079,0.80664,0.79314,0.68767,0.77498,0.59184,0.73768,0.61614,0.80516,0.003136,0.003136,0.003136
210,6469.51,0.77878,0.55922,0.80361,0.79597,0.68528,0.77511,0.5918,0.73744,0.61637,0.80516,0.003103,0.003103,0.003103
211,6504.47,0.7666,0.5557,0.80849,0.79528,0.68785,0.77534,0.5924,0.73735,0.61562,0.80511,0.00307,0.00307,0.00307
212,6541.87,0.78188,0.55376,0.80502,0.80269,0.68467,0.77583,0.59299,0.73732,0.61581,0.80514,0.003037,0.003037,0.003037
213,6573.92,0.77162,0.55385,0.80537,0.8004,0.68702,0.77648,0.59295,0.73739,0.61562,0.80502,0.003004,0.003004,0.003004
214,6602.59,0.77874,0.55589,0.80453,0.81093,0.67895,0.7764,0.59234,0.73746,0.61541,0.80505,0.002971,0.002971,0.002971
215,6634.11,0.77175,0.55675,0.80546,0.80356,0.68316,0.77675,0.59292,0.73714,0.61557,0.80495,0.002938,0.002938,0.002938
216,6667.65,0.76807,0.54971,0.80797,0.79991,0.68696,0.77707,0.59349,0.73667,0.61549,0.80502,0.002905,0.002905,0.002905
217,6698.03,0.77179,0.55664,0.80314,0.80972,0.68133,0.77738,0.59351,0.73693,0.61588,0.80494,0.002872,0.002872,0.002872
218,6729.6,0.76871,0.54653,0.80617,0.79459,0.68949,0.77769,0.59424,0.73699,0.61559,0.80497,0.002839,0.002839,0.002839
219,6762.24,0.76685,0.54046,0.80493,0.79519,0.68795,0.77797,0.59456,0.73709,0.61545,0.80495,0.002806,0.002806,0.002806
220,6791.23,0.7677,0.54191,0.80232,0.79298,0.68887,0.77828,0.59501,0.73664,0.61505,0.80489,0.002773,0.002773,0.002773
221,6823,0.75673,0.54022,0.80619,0.8223,0.67371,0.77874,0.59489,0.73682,0.61483,0.80491,0.00274,0.00274,0.00274
222,6855.38,0.75616,0.53658,0.8081,0.8237,0.67234,0.77926,0.59531,0.73643,0.61457,0.80485,0.002707,0.002707,0.002707
223,6885.16,0.77351,0.54591,0.80511,0.82432,0.67169,0.77942,0.5959,0.73668,0.6142,0.80483,0.002674,0.002674,0.002674
224,6916.09,0.75166,0.53549,0.80448,0.82385,0.67195,0.77952,0.5956,0.73689,0.61418,0.80484,0.002641,0.002641,0.002641
225,6947.17,0.76127,0.53806,0.80809,0.8238,0.67263,0.77968,0.59534,0.73706,0.61455,0.80486,0.002608,0.002608,0.002608
226,6981.29,0.76939,0.5358,0.8028,0.82198,0.67298,0.78011,0.5958,0.73597,0.61436,0.80473,0.002575,0.002575,0.002575
227,7019.88,0.76211,0.53928,0.80515,0.82118,0.67542,0.78013,0.59604,0.73596,0.61444,0.80478,0.002542,0.002542,0.002542
228,7058.47,0.75632,0.52321,0.80197,0.82011,0.67649,0.78018,0.59592,0.73594,0.61392,0.80476,0.002509,0.002509,0.002509
229,7090.15,0.75818,0.53049,0.80194,0.82177,0.67597,0.78054,0.5961,0.73584,0.61308,0.80483,0.002476,0.002476,0.002476
230,7124.59,0.76233,0.53049,0.80457,0.8224,0.67511,0.781,0.59679,0.7361,0.61353,0.80482,0.002443,0.002443,0.002443
231,7155.85,0.75423,0.52027,0.8033,0.82094,0.67574,0.78139,0.59665,0.73639,0.61329,0.80482,0.00241,0.00241,0.00241
232,7188.13,0.75837,0.52063,0.80439,0.82007,0.67696,0.78183,0.59694,0.73625,0.61348,0.80485,0.002377,0.002377,0.002377
233,7220.81,0.75073,0.51833,0.80262,0.82065,0.67834,0.78215,0.59725,0.73616,0.61362,0.80481,0.002344,0.002344,0.002344
234,7258.62,0.75183,0.52776,0.79951,0.82155,0.67804,0.78213,0.5977,0.73583,0.6134,0.80484,0.002311,0.002311,0.002311
235,7293.12,0.7436,0.51022,0.80476,0.81945,0.67959,0.78233,0.59766,0.7358,0.61366,0.80484,0.002278,0.002278,0.002278
236,7321.64,0.74187,0.50922,0.80269,0.81914,0.68168,0.78259,0.59769,0.73582,0.61387,0.80484,0.002245,0.002245,0.002245
237,7353.35,0.74769,0.51367,0.80477,0.8198,0.68021,0.78319,0.59831,0.73627,0.6137,0.80488,0.002212,0.002212,0.002212
238,7386.06,0.74232,0.50567,0.8019,0.81755,0.68137,0.78345,0.59836,0.73663,0.61277,0.80483,0.002179,0.002179,0.002179
239,7416.35,0.7363,0.50388,0.79975,0.8182,0.68125,0.78369,0.59834,0.73675,0.6126,0.80477,0.002146,0.002146,0.002146
240,7450.36,0.74702,0.51296,0.80491,0.80347,0.69352,0.7842,0.59933,0.73627,0.612,0.80478,0.002113,0.002113,0.002113
241,7485.53,0.73602,0.5051,0.80346,0.8047,0.69343,0.78443,0.59944,0.73584,0.61192,0.8048,0.00208,0.00208,0.00208
242,7517.33,0.72958,0.50814,0.80091,0.8066,0.69204,0.78518,0.59953,0.73605,0.61144,0.80478,0.002047,0.002047,0.002047
243,7550.35,0.75018,0.51107,0.80082,0.80545,0.69474,0.78582,0.59988,0.73635,0.61183,0.80477,0.002014,0.002014,0.002014
244,7583.96,0.74917,0.51266,0.80522,0.80746,0.6931,0.78559,0.60007,0.73655,0.61192,0.80469,0.001981,0.001981,0.001981
245,7616.73,0.74781,0.50976,0.79984,0.81208,0.68943,0.78634,0.60051,0.73616,0.61139,0.80466,0.001948,0.001948,0.001948
246,7648.99,0.73861,0.49908,0.80548,0.82677,0.68247,0.78619,0.60063,0.73619,0.61148,0.8047,0.001915,0.001915,0.001915
247,7678.26,0.74035,0.50315,0.80185,0.82851,0.68236,0.78684,0.60133,0.73619,0.61158,0.80467,0.001882,0.001882,0.001882
248,7708.47,0.73224,0.49146,0.80095,0.8312,0.68134,0.78709,0.60159,0.73602,0.61159,0.80463,0.001849,0.001849,0.001849
249,7741.08,0.7382,0.49894,0.80116,0.83091,0.68133,0.78717,0.60198,0.73546,0.61184,0.80461,0.001816,0.001816,0.001816
250,7772.05,0.71926,0.48237,0.80177,0.83084,0.68099,0.78723,0.60159,0.73551,0.61158,0.80462,0.001783,0.001783,0.001783
251,7808.17,0.73132,0.49236,0.80088,0.82995,0.68138,0.78769,0.60228,0.73525,0.6111,0.80463,0.00175,0.00175,0.00175
252,7841.78,0.73354,0.49346,0.79926,0.83159,0.68059,0.78837,0.60213,0.73608,0.61117,0.80468,0.001717,0.001717,0.001717
253,7873.91,0.73078,0.48892,0.79921,0.83245,0.67972,0.7884,0.60259,0.73605,0.61163,0.80465,0.001684,0.001684,0.001684
254,7905.28,0.72034,0.47701,0.80177,0.83149,0.68041,0.78843,0.60233,0.73623,0.61177,0.80464,0.001651,0.001651,0.001651
255,7935.3,0.72426,0.48579,0.79966,0.83174,0.68036,0.78854,0.60272,0.7358,0.61149,0.80463,0.001618,0.001618,0.001618
256,7967.24,0.72962,0.48777,0.79733,0.8326,0.68021,0.78867,0.60247,0.73617,0.61077,0.80465,0.001585,0.001585,0.001585
257,8002.42,0.71807,0.48556,0.79865,0.83216,0.68089,0.78882,0.60245,0.73606,0.6103,0.80466,0.001552,0.001552,0.001552
258,8035.01,0.71644,0.47917,0.79912,0.83005,0.68325,0.78911,0.60264,0.73607,0.61064,0.80463,0.001519,0.001519,0.001519
259,8067.26,0.71648,0.47453,0.7969,0.83006,0.68367,0.78928,0.60274,0.7362,0.6101,0.80459,0.001486,0.001486,0.001486
260,8098.29,0.72324,0.47944,0.80078,0.83203,0.68076,0.78968,0.60278,0.73611,0.61028,0.8046,0.001453,0.001453,0.001453
261,8127.86,0.72175,0.47631,0.8021,0.83152,0.68146,0.79016,0.60307,0.73584,0.60985,0.80458,0.00142,0.00142,0.00142
262,8164.33,0.71767,0.47315,0.79967,0.83235,0.68133,0.79027,0.60333,0.73606,0.61037,0.80456,0.001387,0.001387,0.001387
263,8198.31,0.70997,0.47198,0.79963,0.82969,0.68324,0.79014,0.60379,0.73573,0.61104,0.80454,0.001354,0.001354,0.001354
264,8229.82,0.71039,0.47088,0.80008,0.82935,0.68273,0.79012,0.60362,0.73592,0.61095,0.80454,0.001321,0.001321,0.001321
265,8264.74,0.71587,0.47592,0.80122,0.82635,0.68429,0.79031,0.60383,0.73621,0.61143,0.80451,0.001288,0.001288,0.001288
266,8297.64,0.70674,0.46485,0.79633,0.83015,0.68284,0.79099,0.60424,0.73604,0.61192,0.80451,0.001255,0.001255,0.001255
267,8327.4,0.72158,0.47672,0.79961,0.83501,0.68036,0.79083,0.60431,0.73618,0.6113,0.80455,0.001222,0.001222,0.001222
268,8359.37,0.71742,0.47364,0.79824,0.82629,0.68463,0.79117,0.60482,0.73586,0.61158,0.80455,0.001189,0.001189,0.001189
269,8390.81,0.70181,0.46304,0.80032,0.79121,0.70997,0.79167,0.60552,0.73616,0.61233,0.80449,0.001156,0.001156,0.001156
270,8421.92,0.70674,0.45709,0.79931,0.83119,0.68288,0.79138,0.60484,0.73675,0.61215,0.80445,0.001123,0.001123,0.001123
271,8456.15,0.70551,0.46394,0.79768,0.83182,0.68311,0.79187,0.60539,0.73651,0.61224,0.80448,0.00109,0.00109,0.00109
272,8489.63,0.7161,0.46605,0.79921,0.83221,0.68355,0.79161,0.60532,0.73621,0.61201,0.8045,0.001057,0.001057,0.001057
273,8520.37,0.69453,0.45059,0.79855,0.797,0.70702,0.79199,0.6061,0.73611,0.61181,0.80453,0.001024,0.001024,0.001024
274,8555.82,0.70382,0.45092,0.79374,0.79923,0.70638,0.79239,0.60605,0.736,0.61157,0.80443,0.000991,0.000991,0.000991
275,8589.5,0.69855,0.45744,0.79713,0.79175,0.71191,0.79245,0.60641,0.73584,0.61135,0.80445,0.000958,0.000958,0.000958
276,8623.21,0.69551,0.45109,0.79718,0.7886,0.71555,0.79261,0.60661,0.73608,0.61133,0.80443,0.000925,0.000925,0.000925
277,8656.04,0.70299,0.45476,0.79744,0.7888,0.716,0.79273,0.60644,0.73649,0.61099,0.80449,0.000892,0.000892,0.000892
278,8684.39,0.6896,0.44646,0.79675,0.78906,0.71622,0.7932,0.60631,0.73655,0.611,0.80442,0.000859,0.000859,0.000859
279,8715.14,0.6973,0.45243,0.79219,0.79045,0.71621,0.79302,0.60621,0.73616,0.61109,0.80442,0.000826,0.000826,0.000826
280,8747.78,0.69919,0.45469,0.79559,0.79067,0.71737,0.79329,0.60705,0.73651,0.61142,0.80441,0.000793,0.000793,0.000793
281,8780.24,0.68415,0.44674,0.79828,0.79152,0.71729,0.79374,0.6071,0.73629,0.61056,0.8044,0.00076,0.00076,0.00076
282,8816.1,0.69384,0.45419,0.7956,0.8015,0.70822,0.79396,0.60761,0.73636,0.61076,0.8044,0.000727,0.000727,0.000727
283,8849.87,0.69337,0.45042,0.79585,0.80405,0.70733,0.7939,0.6071,0.73655,0.61101,0.80433,0.000694,0.000694,0.000694
284,8880.59,0.68487,0.43921,0.79426,0.79837,0.7121,0.79398,0.60719,0.7368,0.61108,0.80433,0.000661,0.000661,0.000661
285,8914.7,0.69899,0.4534,0.79577,0.79801,0.71204,0.79457,0.60704,0.73679,0.61135,0.80435,0.000628,0.000628,0.000628
286,8945.23,0.68692,0.44083,0.79672,0.79845,0.71353,0.79469,0.60801,0.73703,0.61039,0.80429,0.000595,0.000595,0.000595
287,8983.34,0.68395,0.44088,0.79781,0.79869,0.71419,0.79481,0.60806,0.73709,0.61106,0.80433,0.000562,0.000562,0.000562
288,9014.44,0.68693,0.43592,0.79592,0.79844,0.71408,0.79488,0.60803,0.73702,0.61149,0.80432,0.000529,0.000529,0.000529
289,9048.5,0.67474,0.43598,0.79521,0.79879,0.71398,0.79509,0.60819,0.73709,0.61133,0.80431,0.000496,0.000496,0.000496
290,9081.54,0.68045,0.4378,0.7933,0.79736,0.71572,0.79495,0.60817,0.73721,0.61094,0.80429,0.000463,0.000463,0.000463
291,9119.36,0.68253,0.43605,0.7959,0.79734,0.71582,0.79502,0.60827,0.73718,0.61128,0.80429,0.00043,0.00043,0.00043
292,9152.58,0.67877,0.43361,0.79921,0.79721,0.71615,0.79538,0.60783,0.73726,0.6109,0.8043,0.000397,0.000397,0.000397
293,9187.42,0.6858,0.43359,0.79518,0.79711,0.716,0.79549,0.60799,0.73711,0.61065,0.80423,0.000364,0.000364,0.000364
294,9218.57,0.6679,0.42645,0.79533,0.79878,0.7145,0.79581,0.60884,0.73671,0.61122,0.80419,0.000331,0.000331,0.000331
295,9256.51,0.67991,0.43434,0.79444,0.80055,0.71404,0.7959,0.60845,0.73718,0.61105,0.80421,0.000298,0.000298,0.000298
296,9287.4,0.67585,0.42874,0.79242,0.80144,0.71348,0.7959,0.60832,0.73683,0.61107,0.80422,0.000265,0.000265,0.000265
297,9321.43,0.68054,0.428,0.79423,0.80302,0.71309,0.79613,0.6094,0.73659,0.61087,0.80426,0.000232,0.000232,0.000232
298,9352.22,0.66869,0.42595,0.79501,0.80228,0.71243,0.79617,0.60881,0.73694,0.61166,0.80424,0.000199,0.000199,0.000199
299,9385.09,0.67516,0.42909,0.79644,0.80299,0.71272,0.79623,0.60946,0.73716,0.61178,0.80424,0.000166,0.000166,0.000166
300,9425.28,0.6703,0.42886,0.79125,0.80614,0.71279,0.79642,0.6093,0.73729,0.61144,0.80417,0.000133,0.000133,0.000133
